=== Run #160 — Mode: critique — Tue Apr 28 06:31:29 UTC 2026 ===
  [Bash] ls -t archive/sessions/session*.md 2>/dev/null | head -10
    archive/sessions/session162_d43c_k_truncated_residual.md
    archive/sessions/session161_d45_baker_norine_chi_p.md
    archive/sessions/session160_frontier_gen.md
    archive/sessions/session159_l1_lean_w7_corner.md
    archive/sessions/session158_c3aiv_arith_vm_ablation.md
    archive/sessions/session157_d43_kpz_pi_li.md
    archive/sessions/session156_a7_gct_chi_p_orbit.md
    archive/sessions/session155_critique.md
    archive/sessions/session154_frontier_gen.md
    archive/sessions/session153_g2_liouville_mobius_gowers_uk.md
  [Bash] ls -t archive/ephemeral/ 2>/dev/null | head -20
    critique_latest.md
    proposals_latest.md
    proposals_session.md
    session48_brainstorm.md
    wildcard_findings.md
  [Bash] cat .run_state 2>/dev/null; echo; ls archive/sessions/ | wc -l
    160
    
    151
  [Bash] ls -lt archive/sessions/session*.md | head -8; echo "---"; ls -lt archive/ephemeral/critique_latest.md archive/ephemeral/proposals_latest.md archive/ephemeral/proposals_session.md 2>/dev/null
    -rw-r--r-- 1 root root  6426 Apr 28 06:29 archive/sessions/session162_d43c_k_truncated_residual.md
    -rw-r--r-- 1 root root  8398 Apr 28 06:09 archive/sessions/session161_d45_baker_norine_chi_p.md
    -rw-r--r-- 1 root root  7312 Apr 28 05:40 archive/sessions/session160_frontier_gen.md
    -rw-r--r-- 1 root root  6561 Apr 28 05:23 archive/sessions/session159_l1_lean_w7_corner.md
    -rw-r--r-- 1 root root  7442 Apr 28 05:01 archive/sessions/session158_c3aiv_arith_vm_ablation.md
    -rw-r--r-- 1 root root 15634 Apr 28 04:37 archive/sessions/session157_d43_kpz_pi_li.md
    -rw-r--r-- 1 root root 15493 Apr 28 04:07 archive/sessions/session156_a7_gct_chi_p_orbit.md
    -rw-r--r-- 1 root root  9050 Apr 28 03:32 archive/sessions/session155_critique.md
    ---
    -rw-r--r-- 1 root root 25982 Apr 28 03:31 archive/ephemeral/critique_latest.md
    -rw-r--r-- 1 root root  3882 Apr 26 15:26 archive/ephemeral/proposals_latest.md
    -rw-r--r-- 1 root root 22135 Apr 26 15:19 archive/ephemeral/proposals_session.md
The last critique was session 155. I need to evaluate sessions 156-162 (7 sessions since last critique). Let me read them all in parallel.
  [Read] /apps/aplikacijos/prime-research/archive/sessions/session156_a7_gct_chi_p_orbit.md
    1	# Session 156 — Frontier attack §A.A7: GCT orbit-dim invariants of f_χ_P^{(n)}
    archive/sessions/session156_a7_gct_chi_p_orbit.md:**Self-grade:** **B-grade** (case (i) of FAL-4: clean baseline measurement;
    archive/sessions/session157_d43_kpz_pi_li.md:**Self-grade:** **B-grade** (case (i) of F4: clean baseline measurement;
    archive/sessions/session158_c3aiv_arith_vm_ablation.md:**Self-grade:** **B** (substantive refinement of E1.3 + C3.a/S150).
    archive/sessions/session159_l1_lean_w7_corner.md:**Self-grade:** **B-grade** (substantive refinement: a new corner closed
    archive/sessions/session160_frontier_gen.md:**Self-grade:** **B**
    archive/sessions/session161_d45_baker_norine_chi_p.md:**Self-grade:** **B**
  [Bash] grep -iE "(self-grade|^\*\*Grade)" archive/sessions/session{150,151,152,153,154,155}_*.md 2>/dev/null | head -20
    archive/sessions/session150_c3a_arith_vm.md:**Self-grade: B (substantive refinement of E1.3 with new structural
    archive/sessions/session150_c3a_arith_vm.md:## Self-grade rationale
    archive/sessions/session151_l1_lean_w9_blocktriangular_presearch.md:**Self-grade:** **B-grade** (ambitious failure with structural lessons).
    archive/sessions/session151_l1_lean_w9_blocktriangular_presearch.md:**Final self-grade: B-grade.** Honest. The session produced a
    archive/sessions/session152_l1_lean_w9_corner.md:**Self-grade:** **B-grade** (substantive refinement: a new corner closed
    archive/sessions/session153_g2_liouville_mobius_gowers_uk.md:**Grade:** **B** (substantive refinement / structural confirmation).
    archive/sessions/session154_frontier_gen.md:**Self-grade: B.**
    archive/sessions/session154_frontier_gen.md:## Self-grade
    archive/sessions/session154_frontier_gen.md:"self-grade DOWN, not up, when in doubt." A7 is the strongest entry
    archive/sessions/session155_critique.md:**Critic self-grade:** **C** (verification mode; no demotions; surfaced
    archive/sessions/session155_critique.md:| Session | Topic | Self-grade | Critic verdict |
    archive/sessions/session155_critique.md:**Zero demotions, zero inflations.** All seven sessions self-graded
    archive/sessions/session155_critique.md:## Self-grade rationale
  [Bash] grep -iE "(self-grade|^\*\*Grade)" archive/sessions/session{143,144,145,146,147,148,149}_*.md 2>/dev/null | head -25
    archive/sessions/session143_l1_lean_w20_corner.md:**Self-grade:** **B-grade** (substantive arc step, single-corner closure
    archive/sessions/session144_l1_lean_w10_corner_and_search.md:**Self-grade:** **B-grade** (substantive arc step: closes a previously-
    archive/sessions/session145_d29_cohn_elkies_chi_p.md:**Self-grade**: **B** (case (i) ambitious failure with clean structural
    archive/sessions/session146_f1_bit_J_pn_polylog_map.md:**Self-grade:** **B** — substantive refinement of E1.3 with three new
    archive/sessions/session147_critique.md:All seven sessions confirmed at self-graded **B** (no demotions, no
    archive/sessions/session147_critique.md:## Self-grade
    archive/sessions/session147_critique.md:the per-artefact audit confirmed self-grades across the entire batch.
    archive/sessions/session148_frontier_gen.md:**Self-grade: B.**
    archive/sessions/session148_frontier_gen.md:## Self-grade
    archive/sessions/session148_frontier_gen.md:CLAUDE.md "self-grade DOWN, not up, when in doubt."
    archive/sessions/session149_d31_ahk_matroid_hodge.md:**Self-grade: B (mode I, partial closure with non-trivial residual).**
  [Read] /apps/aplikacijos/prime-research/archive/ephemeral/critique_latest.md
    1	# Critique — post-S147 batch (covers S148 + S149 + S150 + S151 + S152 + S153 + S154)
    2	
    3	**Date:** 2026-04-28 (this critique fires at run 152, written into session155).
    4	**Prior critique:** `archive/sessions/session147_critique.md`, covering S140–S146.
    5	**This critique:** seven artefacts produced since S147, **all self-graded B**.
    6	CLAUDE.md says "the most recent 1–3 sessions"; given seven production sessions
    7	accumulated since the prior critique slot in ~4 hours of harness time, I audit
    8	ALL seven (matching the previous batch cadence).
    9	
    10	---
    11	
    12	## TL;DR
    13	
    14	| Session | Topic | Self-grade | Critic verdict | Demotion? |
    15	|---|---|---|---|---|
    16	| S148 | frontier_gen — D36–D40 added (multivariate Mahler, quantum modular, χ_P-MZV/Brown motivic, discrete Ricci, Schur process) | B | **B (confirmed, mid band)** | No |
    17	| S149 | D31 AHK matroid Hodge of prime-divisibility transversal matroid (frontier wild_swing, mode I) | B | **B (confirmed, mid band — 7th orthogonal pseudorandomness category, partial residual)** | No |
    18	| S150 | C3.a Arithmetic-primitive bounded-Kt VM (composition E5.8 × E1.3, mode E refinement) | B | **B (confirmed, mid band — first finite-N exact-match bounded-Kt programs for π bits)** | No |
    19	| S151 | L1 Lean W=9 BlockTriangular pre-search (Arc 2 setup) | B | **B (confirmed, low end — pre-search artefact + tactic-obstruction lesson, but no Lean proof)** | No |
    20	| S152 | L1 Lean W=9 corner closed unconditionally (Arc 2 follow-on) | B | **B (confirmed, mid band — 11th orthogonal corner + new nested fromBlocks technique)** | No |
    21	| S153 | G2 Liouville/Möbius Gowers `U^k` norms (frontier wild_swing, mode E) | B | **B (confirmed, mid band — new edge E2.25, first project Gowers on multiplicative functions)** | No |
    22	| S154 | frontier_gen — A7 GCT + D41–D44 added (representation-theoretic, melonic tensor, resurgence, KPZ, arithmetic Massey) | B | **B (confirmed, slightly low end — first §A entry since A6 in S103 partly compensates)** | No |
    23	
    24	**Zero new demotions, zero inflations caught.** All seven sessions self-graded
    25	honestly. Two frontier wild_swings (S149 AHK, S153 Gowers) closed at modes I and
    26	E with structurally distinct mechanisms — two new edges (E2.24, E2.25, the 7th
    27	and 9th orthogonal pseudorandomness categories). Two frontier_gen slates (S148
    28	adds D36–D40; S154 adds A7 + D41–D44 — total 10 new vectors, including the
    29	first new §A entry since S103 — A7 GCT). One composition (S150 C3.a) and one
    30	Lean arc-pair (S151 setup → S152 closure of W=9 corner using a new det
    ... (90 more lines)
  [Read] /apps/aplikacijos/prime-research/experiments/algebraic/baker_norine_chi_p/baker_norine_chi_p_results.md
    1	# D45 — Baker-Norine graph Riemann-Roch / chip-firing rank of the prime divisor
    2	
    3	**Session:** 161 (wild swing on `ATTACK_VECTORS.md §D45`)
    4	**Date:** 2026-04-28
    5	**Mode:** wild swing (one-attempt, full-session, frontier attack)
    6	**Self-grade:** **B** (substantive structural finding + clean closed-form identity + Riemann-Roch ceiling on rank invariant)
    7	
    8	## Goal
    9	
    10	Test whether the divisor rank `r_G(D_P^N)` of the prime divisor on an
    11	arithmetic graph `G` exhibits non-trivial structure (Brill-Noether
    12	specialness, deviation from random matched-degree controls, or higher-rank
    13	cohomological content). Cross-domain: Baker-Norine 2007 *Adv. Math.* 215,
    14	766 = arXiv:math/0608360 (graph Riemann-Roch); Dhar 1990 *Phys. Rev. Lett.*
    15	64, 1613 (chip-firing burning algorithm).
    16	
    17	## What was built
    18	
    19	`baker_norine_chi_p.py` — Dhar's burning algorithm for q-reduction on a
    20	chip-firing graph; Baker-Norine Algorithm 4.1-style rank computation by
    21	exhaustive multiset enumeration; matched-density random-divisor controls.
    22	
    23	`baker_norine_hasse.py` — same on the Hasse cover graph (a — b iff b/a is
    24	prime).
    25	
    26	`run_full.py` — driver that produces `full_results.json`.
    27	
    28	Graphs tested:
    29	- **`Γ_N`** (divisibility): `V = [1, N]`, edge (a, b) iff a | b, a ≠ b.
    30	- **`H_N`** (Hasse cover): `V = [1, N]`, edge (a, b) iff b = pa for some
    ... (50 more lines)
  [Read] /apps/aplikacijos/prime-research/experiments/analytic/d43c_k_truncated_residual/d43c_k_truncated_residual_results.md
    1	# §D43.c — K-truncated explicit-formula residual roughness
    2	
    3	**Session:** S160 (NOVELTY mode, B-grade target with possible A-grade upgrade)
    4	**Date:** 2026-04-28
    5	**Target ID:** §D43.c (NOVELTY_CHALLENGES.md §0)
    6	**Edges referenced:** E2.27 (S157, Hairer/wavelet smoothness of D),
    7	                     plus the explicit-formula edge family (E3.x).
    8	
    9	## Question
    10	
    11	Define the K-truncated explicit-formula residual
    12	
    13	```
    14	  R_K(x) := π(x) − Li(x) − Σ_{k=1..K} 2 Re Li(x^{ρ_k})
    15	```
    16	where ρ_k = 1/2 + iγ_k are the non-trivial Riemann zeros (Odlyzko table).
    17	Rescale to the D-field convention:
    18	
    19	```
    20	  D_K(x) := R_K(x) · log(x) / √x
    21	```
    22	
    23	Note D_0 = D from S157 / E2.27. As K → ∞, R_K → π(x) − Li(x) − ψ-correction
    24	(formally the "high-zero residual"). The question:
    25	
    26	**Does the wavelet Hölder regularity α(D_K) drop below 1/2 as K grows?**
    27	
    28	The S157 measurement gave α(D_0) ≈ 0.85 — above the KPZ ceiling. The
    29	hypothesis here is that the smoothness is *not* uniformly distributed in
    30	γ: low-frequency oscillations dominate the smoothness, and once they are
    ... (50 more lines)
  [Read] /apps/aplikacijos/prime-research/experiments/algebraic/gct_chi_p_orbit/gct_chi_p_orbit_results.md
    1	# A7 — GCT orbit-dim invariants of f_chi_P^{(n)}: empirical measurements at n = 4, 5, 6
    2	
    3	**Session:** 156 (post-S155 critique recommendation).
    4	**Date:** 2026-04-28.
    5	**Cross-domain ingredient:** Geometric Complexity Theory (Mulmuley-Sohoni
    6	2001 *SIAM J. Comput.* 31, 496; Bürgisser-Ikenmeyer-Panova 2017 *FOCS*
    7	arXiv:1604.06431; Landsberg 2017 *Geometry and Complexity Theory* CUP,
    8	ch. 9-10).
    9	**Channel:** Bürgisser (algebraic complexity, GCT obstructions).
    10	**Cross-domain status promotion:** §2 of CROSS_DOMAIN_TECHNIQUES.md,
    11	Geometric Complexity Theory: PROPOSED → USED (mode E, partial — orbit-dim
    12	sub-frame; deeper plethysm sub-frame remains UNUSED).
    13	**Self-grade:** **B-grade** (case (i) of FAL-4 — clean baseline measurement
    14	with structural conclusion; A-grade signal absent across all five
    15	falsifiers).
    16	
    17	## 1. Object of study
    18	
    19	```
    20	f_chi_P^{(n)}(x_1, ..., x_n) := sum_{S ⊆ [n], val(S) ∈ PRIMES} prod_{i ∈ S} x_i,
    21	val(S) := sum_{i ∈ S} 2^{i-1}.
    22	```
    23	
    24	Concrete polynomials computed in this session (typo correction noted in §6):
    25	
    26	- `n = 4` (6 monomials, val ∈ {2, 3, 5, 7, 11, 13}):
    27	  `f_4 = x_2 + x_1 x_2 + x_1 x_3 + x_1 x_2 x_3 + x_1 x_2 x_4 + x_1 x_3 x_4`
    28	- `n = 5` (11 monomials).
    29	- `n = 6` (18 monomials).
    30	- `n = 7` (31 monomials, NW partial-derivative test only — full Stab
    ... (30 more lines)
  [Bash] tail -80 status/CLOSED_PATHS.md
    <persisted-output>
    Output too large (171.9KB). Full output saved to: /apps/aplikacijos/.claude/projects/-apps-aplikacijos-prime-research/c88b35a9-e10e-45df-b3b3-418d07b06441/tool-results/bd9lj626p.txt
    
    Preview (first 2KB):
    | LASSO compressed-sensing of delta(n) in zero-mode basis (extends S7/S54) | FAIL | I | Refines lines 350 (S7) and 699 (S54). At N=4096, K_max=1024 zeros (gamma_max=1447), alpha sweep {1e-6, 1e-5, 1e-4, 1e-3, 1e-2, 1e-1}: best test-RMSE solution at every K in {16, 64, 256, 1024} and every alpha is nnz=0 (predict delta=0). OLS overfits catastrophically at K>=256 (test RMSE blows up to 1e10+). Naive round(R^{-1}) baseline matches all-zero LASSO at 1.1% prime recovery. LASSO discovers no sparsity exists by selecting empty support — consistent with line 699's "signal DENSE in zero basis with smoothly-decaying 1/|rho_k| amplitudes, not K-sparse." See experiments/proposals/session49_compressed_sensing_zeros.py | 49 |
    | Learned (ridge) residues at fixed zeta zeros for delta(n) | FAIL | I | Refines lines 561 (S21), 691, 692 (S48), 702 (S49 R1). Original test misspecifies basis as cos(gamma_k log n)/sqrt(n) using prime INDEX n; explicit-formula derivation gives delta(n) ~ -2*sqrt(p_n)*sum_k cos(gamma_k log p_n - phi_k)/|rho_k|, so correct basis is sqrt(p_n)*cos(gamma_k log p_n). Critic re-ran corrected basis on K in {32,128,512,2000}: corrected basis lower test RMSE at K=32 (25.3 vs 37.4) and K=128 (23.7 vs 37.4), but still ~1.7% test prime recovery vs 1.1% naive. K>=512 overfits catastrophically under both bases. Theoretical floor: tail energy beyond K zeros gives test-RMSE ~Omega(sqrt(p_n)/sqrt(K log K)); ~1.6 at K=2000 explains the plateau. Ridge-vs-analytic gap < 0.4pp at every K — finite-sample noise, not learned-coefficient gain. Closes "learned residues absorb tail energy" hypothesis under both correct and incorrect basis. See experiments/proposals/session49_neural_zero_residue.py and experiments/proposals/critique49_basis_misspec.py | 49 |
    ...
    </persisted-output>
  [Bash] tail -40 status/CLOSED_PATHS.md
    <persisted-output>
    Output too large (126.8KB). Full output saved to: /apps/aplikacijos/.claude/projects/-apps-aplikacijos-prime-research/c88b35a9-e10e-45df-b3b3-418d07b06441/tool-results/b7u66aukv.txt
    
    Preview (first 2KB):
    | §C1 ATTACK_VECTORS — BK arithmetic-correction probe at Odlyzko's high-height tabulated zeros (zeros4 T~1.4·10²⁰ N=10⁴, zeros5 T~1.4·10²¹ N=10⁴, L=44.6/46.8) — wild-swing extension of S49 | FAIL | I | DUPLICATE-PLUS of line 733 (S49 N=8000 closure at L=7) but with **new quantitative obstruction**. Re-ran the full BK template Pearson + per-prime Fourier amplitude + phase-coherence battery on Odlyzko's published high-height tables. Empirical Pearson(D, BK_template) = +0.063 (zeros4), +0.035 (zeros5). **Proper null** (random-prime template: replace primes with uniform pseudo-primes in [2,50] preserving template shape): null mean = +0.063 / +0.035, std = 2-4·10⁻⁴, **z-scores -0.94σ / +0.93σ** — empirical Pearson is statistically indistinguishable from random-frequency template. Direct test: prime-frequency |Fourier amplitude| median = 0.0141/0.0100 vs random-frequency 0.0148/0.0101 — **prime amplitudes NOT enhanced** (ratios 0.95, 0.99). The previously-reported gap-shuffled-null +33σ "signal" is **null-bias artefact**: gap-shuffled has Poisson-leakage in long-range tail anti-correlated with any oscillatory template, inflating apparent z-scores. **NEW QUANTITATIVE OBSTRUCTION** (sharpens E7.1, E1.10, E3.13): empirical fit `\|BK_pred\|_max · L² ≈ 13.6` (invariant across L=44.6, 46.8, confirms 1/L² scaling), `pair_rms ≈ 4/√N` (verified across N ∈ {2000, 8000, 10000}). Detection threshold: N ≥ (4κ/13.6)² · L⁴ ≈ 0.09 κ² L⁴ for κ-σ detection. **At κ=3: required N at L=44.6 is 3.5×10⁵ zeros** (Odlyzko provides 10⁴ — **35× short**); at L=46.8 is 4.2×10⁵ (**42× short**). At L=80 (T~10⁵²): N≥3·10⁷, hopeless; even at L=20 needs ~10⁵ zeros. **L⁴ scaling is structural**: doubling height L requires 16× more zeros. The asymptotic regime *suppresses* the BK signal faster than data accumulation can compensate. Cross-domain ingredient: Odlyzko's tabulated zeros at heights T ~ 10²⁰-10²¹ (numerical-analysis frontier; precision ~10⁻⁶ in γ). **First quantitative version of "BK is asymptotic
    ...
    </persisted-output>
  [Bash] awk 'END{print NR}' status/CLOSED_PATHS.md; grep -nE "S15[6-9]|S16[12]" status/CLOSED_PATHS.md | tail -10
    795
    793:| C3.a.iv (NOVELTY_CHALLENGES §1, S150 successor) — Arithmetic-primitive ABLATION of the C3.a bounded-Kt VM: are any of {LOG2, LI, DIV_LOG, GEO_SUM} strictly necessary for the easy-zone cut shift documented in S150? | REFINEMENT | E | Composition of E5.8 (unchanged) + E1.3 (refined inline) + C3.a/S150 (refined). Re-ran S150's per-bit Kt_b'(s_J^(N)) scan over N ∈ {3,4,5,6}, J = 0..N−1 at L_max=28 under SIX ablation conditions: baseline, drop_LOG2, drop_LI, drop_DIV_LOG, drop_GEO_SUM, only_LI (drop other three). C inner loop (`sim_ablation.so`) extends `batch_enumerate_at_length_filtered` with a 16-bit `forbidden_ops_mask`; programs containing any forbidden op are skipped pre-simulation (exact ablation, no noise). Total 6 × 268M = 1.6B programs in 463s wall-time. **Pre-stated falsifiers (5 outcomes)**: F1 (LI solely necessary AND sufficient for easy zone); F2 (multiple primitives jointly necessary); F3 (LI alone insufficient); F4 (no single primitive strictly necessary); F5 mixed/incoherent. **Result: F4 holds for the easy zone** {(3,2), (4,2), (5,3), (6,4)} — every cell that compresses in baseline also compresses under every single-drop AND under only_LI. drop_LI matches baseline at L_max≤24 cells with alternative compressing programs: (N=3,J=2) `EMIT_S, PUSH_N, GEO_SUM, EMIT_S`; (N=4,J=2) `GEO_SUM, DIV_LOG, EMIT_S, PUSH_N, INC, PUSH_N`; (N=5,J=3) `EMIT_S, INC, LOG2, DUP, PUSH_N, PUSH0` (LOG2 alone); and is +1 bit at (N=6,J=4) (`EMIT_S, GEO_SUM, PUSH_N, ADD, DUP, LOG2, PUSH0` Kt 37 vs baseline LI-triple Kt 36). **Refutes S150's narrowest reading** that "iterated LI is the dominant compression mechanism" — LI is the cleanest realization but is one of four substitutable mechanisms. only_LI matches baseline on every easy-zone cell, confirming LI is sufficient; drop_LI also preserves compression, confirming LI is not necessary. The arithmetic-primitive class {LOG2, LI, DIV_LOG, GEO_SUM} forms an OVER-COMPLETE basis for E1.3-easy-zone bounded-Kt compression at the tested (N, L_max). **Hard-zone primitive sensitivity differs**: meaningful (L<target_len) cell (N=5, J=2) requires LI ∧ DIV_LOG (drop_LI saturates, drop_DIV_LOG saturates, drop_LOG2 and drop_GEO_SUM preserve) — the compressing program `DIV_LOG, LI, SHR1, SHR1, EMIT_S, PUSH_N, PUSH0` realizes a structurally distinct floor(out_count/log(LI(out_count)))>>2 mod 2 mechanism. The other "hard-zone" cells with apparent ablation-sensitivity (N=4, J=0,1) live in the L_max>target_len combinatorial regime (E1.3 caveat (a)) and are not load-bearing. **Closure mode E** (refinement of E1.3, no asymptotic improvement). **Refines E1.3 inline** with primitive-class-robustness statement: the S150 cut shift is driven by the FAMILY of slow-growing-integer-function primitives, not by LI specifically. **Refines C3.a/S150** by demonstrating that the optimum-program disassembly does not faithfully indicate which primitives are causally required. Cites E5.8 (unchanged), E1.3 (refined), E1.5, E5.3. Successors proposed (S158): C3.a.iv.α LI-vs-non-LI gap scaling at large N (test whether LI gains strict advantage at N≥7); C3.a.iv.β alternative primitive set {LN, INV_LI, ZETA_K} (test class-robustness across primitive sets). See `experiments/constructions/brandt_per_bit_arith_vm_ablation/`, `archive/sessions/session158_c3aiv_arith_vm_ablation.md`. | 158 |
    795:| §D45 ATTACK_VECTORS — Baker-Norine graph Riemann-Roch / chip-firing rank `r_G(D_P^N)` of the prime divisor on the divisibility graph `Γ_N := ([1, N], divisibility edges)` and the Hasse cover graph `H_N := ([1, N], cover edges)`: does `r_G(D_P^N)` deviate by `> 5σ` from a matched-degree random divisor, or exhibit Brill-Noether specialness `r > deg − g`? (cross-domain: Baker-Norine 2007 *Adv. Math.* 215, 766 = arXiv:math/0608360 + Dhar 1990 *Phys. Rev. Lett.* 64, 1613 burning) | FAIL | I | Frontier wild_swing S161 on the only chip-firing-theoretic invariant of arithmetic graphs. Implemented Dhar burning + q-reduction + Baker-Norine Algorithm 4.1 rank computation in `experiments/algebraic/baker_norine_chi_p/`. **Pre-stated falsifiers**: F1 (rank `r_G(D_P^N) ≥ deg − g + 2` for some N, A-grade Brill-Noether specialness witness); F2 (rank deviates from matched-density random by > 5σ — A-grade if mechanism is arithmetic; B-grade if reducible to graph topology). **Outcome (F2 holds in B-grade form, A-grade falsified globally)**: rank `r(D_P^N) = max(0, deg − g + 1) = 0` for all N ∈ {32, 64, 128} on both `Γ_N` and `H_N`. By Riemann-Roch `r(K − D_P) = g − π(N) − 1`, identical for any effective degree-π(N) divisor — **specialness in the Baker-Norine sense is the same for D_P and matched-density random divisors**. The rank invariant is determined by `(deg(D), graph G)` modulo Riemann-Roch and graph gonality — blind to deeper prime arithmetic. **Closed-form q-reduced-form identities (B-grade content, new EDGE E2.28)**: (1) on `Γ_N` with sink q=1: `D'_P^N = (π(N) − π(N/2)) · δ_1 + Σ_{p prime, p ≤ N/2} δ_p` (verified N up to 512); (2) on `H_N` with sink q=1: `D'_P^N = π(N) · δ_1` (verified N up to 512). Both proved via Dhar burn analysis. **Z-score growth on Hasse**: D'(q) = π(N) for D_P vs E[π(N)²/N] for random matched divisor → z-score `~ √π(N) ~ √(N / log N)` super-linear in N. Empirical: +8.6σ at N=32, +11.1σ at N=64, +14.6σ at N=128. **Mechanism for closure mode I**: D'(q) measures (chips on N(q) of D) for any divisor — a graph-NEIGHBORHOOD count, not arithmetic. For D_P on H_N, N(q=1) = primes (by Hasse construction), so D'(q) = π(N) tautologically. The chip-firing reformulation expresses π(N) as q-component of q-reduced D_P but is NOT algorithmically useful: building D_P^N requires knowing primes. **Generalised identity**: on H_N, q=1, for any divisor D supported on `{1} ∪ {primes}`: `D'(1) = D(1) + Σ_p D(p)`. Tested on D_P, D_sqfree (holds), D_μ_pos (holds), D_λ_pos (fails — chips on composites cascade through Dhar), D_Omega2 (fails — same cascade). **Adds EDGE E2.28** (chip-firing q-reduced identity for D_P^N on Γ_N and H_N, EVS M shape) — first chip-firing-theoretic invariant computed on any arithmetic graph in the project. **Distinct from**: CLOSED tropical lines 204, 326, 431, 432, 660 (those are min-plus compression of generating functions, fundamentally different from chip-firing on graphs); D22 CLOSED Hodge L_1 spectrum (linear spectral, vs non-linear divisor rank); A3 CLOSED Cayley graph spectrum (L_0 spectrum, vs higher-order divisor rank). **Cross-domain ingredient (Baker-Norine RR + Dhar burning) performed real work**: first project use of chip-firing graph theory; CROSS_DOMAIN_TECHNIQUES.md §2 row "Baker-Norine graph Riemann-Roch / chip-firing" promoted PROPOSED → USED-I with edge E2.28. **Channelled mathematician**: Baker (graph divisor theory). **Successors proposed (S161)**: D45.a chip-firing on the prime-gap multigraph or prime-driven Cayley graph (where graph topology ITSELF is non-trivial arithmetic, not just `[1, N]` with divisibility) — does the rank invariant carry arithmetic content there? (1-2 sessions); D45.b "tropical Brill-Noether" — explicit dimensional study of `W^r_d(Γ_N)` Brill-Noether locus on arithmetic graphs (1 session); D45.c gonality of `Γ_N` and `H_N` exact computation (test whether arithmetic graphs have lower / higher gonality than typical sparse graphs of same edge density, 1 session). Cross-domain refs: Baker-Norine 2007 arXiv:math/0608360; Dhar 1990 PRL 64, 1613; Bjorner-Lovász-Shor 1991 Eur. J. Combin. 12, 283; Backman-Baker-Yuen 2019 Forum Math. Sigma 7. See `experiments/algebraic/baker_norine_chi_p/` and `archive/sessions/session161_d45_baker_norine_chi_p.md`. | 161 |
  [Bash] grep -nE "S156|S157|S159|S160|S161|S162|GCT orbit|wavelet Hölder|Holder regularity|chip-firing|Baker-Norine|D43 |A7 GCT|W=7" status/CLOSED_PATHS.md | tail -10
    288:| GCT orbit-dim invariants of f_χ_P^{(n)} (ATTACK_VECTORS §A.A7 orbit-dim sub-frame) | FAIL | E | Cross-domain import: Mulmuley-Sohoni Geometric Complexity Theory (PROPOSED → USED PARTIAL). FIRST representation-theoretic-symmetry measurement of any prime-encoding polynomial in the project. f_χ_P^{(n)}(x_1,...,x_n) := Σ_{S⊆[n], val(S) prime} ∏_{i∈S} x_i with val(S)=Σ 2^{i-1}. Sanity-checked: dim Stab Lie alg of det_2 = 6 = 2n²-2 (Frobenius image in GL_{n²}); e_2 in 4 vars = 6 = dim o(4); perm_2 = 6 (same orbit as det_2 at n=2). **Main result at n=4,5,6**: dim Stab_{GL_n}(f_χ_P) = 0 (full orbit n²); 30 random matched-support polynomials per n give baseline mean = std = 0 (z = 0). Discrete S_n permutation group is trivial (only identity); diagonal torus stabilizer dim = 0; Hessian rank full (= n) at random points; partial-derivative space dim = n (FAL-3 sanity). **Higher-order Nisan-Wigderson partial-derivative spaces** dim PD_k for k=0..n at n=4,5,6,7 match matched-baseline mean exactly with std = 0 across 100 trials. **Support-hypergraph Lie-rigidity**: 100/100 (n=4,5) and 50/50 (n=6) random integer-coefficient choices on the χ_P support give Stab dim = 0; the support hypergraph is Lie-rigid. **Degree decomposition** of f_χ_P shows individual degree-d components have non-trivial Stab (n=4: d=1→12, d=2→9, d=3→4; n=6: d=1→30, d=2→25, d=3→11, d=4→2, d=5→2), but their intersection collapses to 0. **Linear-factor structural fact:** f_χ_P^{(n)} = x_2 + x_1 g_n(x_2..x_n) since all primes ≥ 3 are odd ⇒ bit-1 set ⇒ x_1 in monomial. All five pre-stated falsifiers (FAL-1..5) hold no-signal branch. Conclusion: **arithmetic content of "S in support iff val(S) prime" is fully determined by the support hypergraph, NOT the χ_P-specific coefficients; invisible to GL_n stab/orbit/PDS/Hessian invariants.** Adds **edge E2.26** (10th orthogonal pseudorandomness category, representation-theoretic algebraic geometry). The DEEPER plethysm-level / occurrence-obstruction sub-frame (`Sym^k Sym^d V` decomposition under GL_n; comparison of irrep occurrence in orbit-closure coordinate rings) **remains OPEN** and requires SageMath. CROSS_DOMAIN_TECHNIQUES §2: GCT promoted PROPOSED → USED PARTIAL (mode E). See `experiments/algebraic/gct_chi_p_orbit/`. | 156 |
